"ID","MonthlyIncome"
"630",9840.15710878044
"632",10008.3691709203
"635",9873.79952120841
"636",2653.20748694649
"641",2619.56507451852
"642",5699.39146080502
"644",2754.1347242304
"645",2754.1347242304
"650",2922.34678637023
"652",5598.46422352112
"656",5362.96733652534
"657",10075.6539957762
"662",3056.9164360821
"668",2855.0619615143
"670",15734.0648042621
"673",5362.96733652534
"674",2922.34678637023
"678",5531.17939866518
"689",2619.56507451852
"690",3023.27402365414
"691",5531.17939866518
"692",9873.79952120841
"694",2686.84989937446
"695",5396.60974895331
"697",15296.7134426985
"699",2585.92266209056
"701",2619.56507451852
"704",2787.77713665836
"705",2821.41954908633
"710",15565.8527421222
"718",5531.17939866518
"720",9873.79952120841
"723",2922.34678637023
"725",2855.0619615143
"730",2686.84989937446
"732",5598.46422352112
"742",9873.79952120841
"754",10008.3691709203
"757",5531.17939866518
"759",2821.41954908633
"762",15397.6406799824
"764",5833.96111051689
"767",2922.34678637023
"771",5497.53698623722
"772",10344.7932952
"777",2787.77713665836
"778",2619.56507451852
"784",5531.17939866518
"790",2653.20748694649
"792",2888.70437394227
"794",10109.2964082042
"796",2922.34678637023
"798",2619.56507451852
"804",9840.15710878044
"805",5766.67628566096
"806",10042.0115833483
"807",5396.60974895331
"811",5598.46422352112
"814",19183.3467481834
"822",5531.17939866518
"826",19048.7770984715
"828",5329.32492409738
"831",5497.53698623722
"837",2855.0619615143
"838",5531.17939866518
"841",2585.92266209056
"850",2855.0619615143
"855",5329.32492409738
"857",2855.0619615143
"858",9873.79952120841
"860",9873.79952120841
"864",15464.9255048383
"865",9873.79952120841
"867",5329.32492409738
"868",5564.82181109315
